,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count,,,,,,
541,Bank Mandiri menetapkan target ambisius untuk mencapai netral karbon dalam operasional pada tahun 2030.,net-zero operational emissions target by 2030,e,positive,commitment,1,,,,,,
542,Bank Mandiri menetapkan target untuk mencapai Net Zero Emission dalam operasional pada tahun 2030 dan dalam pembiayaan pada tahun 2060.,emisi karbon,e,neutral,commitment,1,,,,,,
543,"Bank Mandiri mengintegrasikan prinsip keberlanjutan ke dalam seluruh aspek bisnisnya, termasuk pembiayaan sektor-sektor strategis seperti energi terbarukan, infrastruktur hijau, dan kegiatan usaha yang mendukung dampak sosial.",integration of sustainability into business and green financing,e-s-g,positive,action,1,,,,,,
544,"Bank Mandiri mengintegrasikan prinsip keberlanjutan ke dalam seluruh aspek bisnisnya, termasuk pembiayaan sektor-sektor strategis seperti energi terbarukan, infrastruktur hijau, dan kegiatan usaha yang mendukung dampak sosial.",sustainable business integration,e-s-g,positive,action,1,,,,,,
545,Bank Mandiri menjadi Bank Nasional pertama yang mengembangkan SFF dan TFF untuk mendukung pembangunan berkelanjutan dan ekonomi rendah karbon.,sustainable finance framework,e-s-g,positive,outcome,1,,,,,,
546,Bank Mandiri menjadi Bank Nasional pertama yang mengembangkan SFF dan TFF untuk mendukung pembangunan berkelanjutan dan ekonomi rendah karbon.,sustainable finance leadership,e-s-g,positive,outcome,2,,,,,,
547,Bank Mandiri menjadi bank nasional pertama yang menerbitkan Sustainable Finance Framework dan Transition Finance Framework.,issuance of sustainable finance framework and transition finance framework,e-s-g,positive,outcome,1,,,,,,
548,Bank Mandiri menjadi bank nasional pertama yang menerbitkan Sustainable Finance Framework dan Transition Finance Framework.,sustainable finance innovation,e-s-g,positive,outcome,1,,,,,,
549,Bank Mandiri secara resmi telah meluncurkan Kerangka Kerja Keuangan Berkelanjutan (Sustainable Finance Framework) yang menjadi landasan penting bagi pemenuhan komitmen Bank Mandiri untuk mendorong transisi ekonomi Indonesia menuju masa depan yang lebih hijau dan berkelanjutan.,sustainable finance framework,e-s-g,positive,outcome,1,,,,,,
550,Bank Mandiri secara resmi telah meluncurkan Kerangka Kerja Keuangan Berkelanjutan (Sustainable Finance Framework) yang menjadi landasan penting bagi pemenuhan komitmen Bank Mandiri untuk mendorong transisi ekonomi Indonesia menuju masa depan yang lebih hijau dan berkelanjutan.,sustainable finance framework launch,e-s-g,positive,outcome,1,,,,,,
551,Bank Mandiri telah berada selangkah di depan dalam pencapaian ESG.,esg achievement,e-s-g,positive,outcome,1,,,,,,
552,Bank Mandiri telah meluncurkan Kerangka Kerja Keuangan Berkelanjutan (Sustainable Finance Framework) yang menjadi landasan penting bagi pemenuhan komitmen Bank Mandiri untuk mendorong transisi ekonomi Indonesia menuju masa depan yang lebih hijau dan berkelanjutan.,sustainable finance framework,e-s-g,positive,outcome,1,,,,,,
553,Bank Mandiri telah memastikan terintegrasinya prinsip LST dalam aktivitas operasional yang mencakup pengelolaan aspek yang ramah lingkungan serta hubungan sosial bank dengan pegawai dan nasabah.,lst integration in operations,e-s-g,positive,outcome,1,,,,,,
554,"Bank Mandiri telah menanam ~50H, setara 49Ribu pohon (Bank Mandiri has planted ~50H, equivalent to 49K trees)",reforestation,e,positive,outcome,1,,,,,,
555,Bank Mandiri telah menetapkan target untuk mencapai Net Zero Emission dalam operasional pada tahun 2030 dan dalam pembiayaan pada tahun 2060.,net zero emission target,e,positive,commitment,1,,,,,,
556,Bank Mandiri telah mengukur emisi karbon cakupan 1 dan 2 serta menjadikan emisi tahun 2019 sebagai baseline.,carbon emissions measurement,e,neutral,outcome,2,,,,,,
557,Bank Mandiri telah mengukur emisi karbon cakupan 1 dan 2 serta menjadikan emisi tahun 2019 sebagai baseline.,emisi karbon,e,neutral,outcome,1,,,,,,
558,"Bank Mandiri telah menyalurkan Sustainable Financing sesuai Kategori Kegiatan Usaha Berkelanjutan (KKUB) dalam POJK 51/2017 sebesar Rp264,08 triliun, meningkat 15,4% secara YoY.",penyaluran sustainable financing,e-s-g,positive,outcome,1,,,,,,
559,Bank Mandiri telah menyusun Mandiri Subsidiaries Management Principles Guideline (MSMPG) yang termasuk di dalamnya mengatur kerja sama terkait teknologi informasi dan manajemen data dengan Perusahaan Anak.,subsidiary management,g,neutral,outcome,2,,,,,,
560,Bank Mandiri telah menyusun Mandiri Subsidiaries Management Principles Guideline (MSMPG) yang termasuk di dalamnya mengatur kerja sama terkait teknologi informasi dan manajemen data dengan Perusahaan Anak.,subsidiary management guidelines,g,neutral,outcome,1,,,,,,
561,Bank Mandiri telah menyusun Mandiri Subsidiaries Management Principles Guideline (MSMPG) yang termasuk di dalamnya mengatur kerja sama terkait teknologi informasi dan manajemen data dengan Perusahaan Anak.,tata kelola,g,neutral,outcome,1,,,,,,
562,Bank Mandiri terlibat dalam perdagangan karbon dan merupakan bank pertama di Indonesia yang telah meluncurkan digital carbon tracking.,carbon trading & innovation,e,positive,outcome,1,,,,,,
563,Bank Mandiri tetap mendukung isu keberlanjutan dengan menetapkan kerangka kerja keberlanjutan 2024-2028 dan aspirasi 'Becoming Indonesia's Sustainability Champion for A Better Future'.,support for sustainability issues,e-s-g,positive,commitment,1,,,,,,
564,Bank Mandiri tidak memproduksi effluent wastewater as well it has been processed through a sewage treatment.,wastewater management,e,positive,outcome,1,,,,,,
565,"Bank Mandiri's commitment to ESG was established from the outset, as it was among the eight banks that formed Indonesia's sustainable finance initiative, 'The first movers on sustainable banking.'",sustainable finance initiative,e-s-g,positive,outcome,1,,,,,,
566,"Bank Mandiri's digital transformation reaffirms its dedication to prioritizing ESG principles, from policies and strategies to day-to-day operations.",digital transformation,e-s-g,positive,action,1,,,,,,
567,"Based on research findings, a total of 1,215,523.5 tons of dry tailings waste generated throughout 2024 holds potential for circular economic value.",waste management innovation,e,positive,outcome,1,,,,,,
568,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",esg integration,e-s-g,neutral,outcome,1,,,,,,
569,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",material esg topic validation,e-s-g,neutral,outcome,1,,,,,,
570,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",material esg topics,e-s-g,neutral,outcome,1,,,,,,
571,"Based on the output of these conversations, we revalidated our list of material ESG topics in 2023.",material esg topics revalidation,e-s-g,neutral,outcome,1,,,,,,
572,"Based on the procedures performed and the evidence obtained, nothing has come to our attention that causes us to believe that the Report has not been properly prepared and presented, in all material respects.",assurance conclusion,g,neutral,outcome,2,,,,,,
573,"Based on the procedures performed and the evidence obtained, nothing has come to our attention that causes us to believe that the Report has not been properly prepared and presented, in all material respects.",report assurance,g,neutral,outcome,1,,,,,,
574,"Based on the procedures performed and the evidence obtained, nothing has come to our attention that causes us to believe that the Report has not been properly prepared and presented, in all material respects.",sustainability reporting accuracy,g,neutral,outcome,1,,,,,,
575,"Beberapa brand harus mengalami penyesuaian harga yang kemudian berdampak pada orientasi konsumen (consumer confidence) untuk membeli alat telekomunikasi, khususnya smartphone.",consumer confidence,none,neutral,outcome,5,,,,,,
576,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,exchange rate fluctuations,none,neutral,outcome,1,,,,,,
577,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,kondisi makro-ekonomi,none,neutral,outcome,1,,,,,,
578,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,macroeconomic conditions,none,neutral,outcome,2,,,,,,
579,Beberapa kondisi makro-ekonomi yang berdampak signifikan terhadap perkembangan bisnis Perseroan antara lain fluktuasi nilai tukar antara Rupiah terhadap Dolar Amerika Serikat dan perang dagang antara Amerika Serikat dan Cina.,trade war impacts,none,negative,outcome,1,,,,,,
580,"Beberapa tantangan yang kami hadapi dalam penerapan keuangan berkelanjutan, diantaranya pemahaman dan kapabilitas internal, nasabah, dan mitra dalam aspek LST, kesiapan sistem dan proses untuk mendukung integrasi keuangan berkelanjutan dalam aktivitas bisnis Bank, meningkatnya risiko siber akibat digitalisasi proses, serta regulasi terkait keuangan berkelanjutan yang terus berkembang.",challenges in implementing sustainable finance,e-s-g,negative,none,1,,,,,,
581,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions,corporate mission,none,positive,commitment,1,,,,,,
582,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions.,corporate mission,none,positive,commitment,3,,,,,,
584,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions.,mission,none,positive,commitment,2,,,,,,
586,Bekerja sama dan saling membantu satu sama lain tanpa diminta,teamwork,s,positive,commitment,1,,,,,,
587,"Bekerjasama dengan Kementerian BUMN, program ini menghimpun, memberdayakan, dan membangun UKM menjadi UMKM berkualitas di Indonesia.",sme empowerment,s,positive,action,1,,,,,,
588,Berbagai capaian tersebut merupakan komitmen Perusahaan terhadap Pembangunan Berkelanjutan.,komitmen pembangunan berkelanjutan,e-s-g,positive,commitment,1,,,,,,
589,"Berdasar hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air.",wastewater treatment improvement,e,positive,outcome,1,,,,,,
590,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air",wastewater treatment,e,positive,action,1,,,,,,
591,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air",wastewater treatment for water circularity,e,positive,action,1,,,,,,
592,"Berdasarkan hasil LCA, kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air.",wastewater treatment,e,positive,action,1,,,,,,
593,"Berdasarkan hasil penelitian, sebanyak 1.215.523,5 ton limbah tailing kering yang dihasilkan sepanjang tahun 2024 memiliki potensi nilai ekonomi sirkular, dengan pemanfaatan akhir yang dapat diolah menjadi berbagai produk, seperti paving block dan backfill material.","circular economy, waste utilization",e,positive,outcome,1,,,,,,
594,"Berdasarkan hasil penelitian, sebanyak 1.215.523,5 ton limbah tailing kering yang dihasilkan sepanjang tahun 2024 memiliki potensi nilai ekonomi sirkular.",circular economy,e,positive,outcome,1,,,,,,
595,"Berdasarkan hasil penelitian, sebanyak 1.215.523,5 ton limbah tailing kering yang dihasilkan sepanjang tahun 2024 memiliki potensi nilai ekonomi sirkular.",waste management / circular economy,e,positive,outcome,1,,,,,,
596,"Berdasarkan perhitungan yang bersumber dari laporan emisi debitur dan sumber data lain yang tersedia, mencakup 44% dari total portofolio pembiayaan (bank only), emisi pembiayaan dan investasi Bank Mandiri sebesar 18,1 juta tCO₂e yang terdiri dari emisi Loan Asset sebesar 13,5 juta tCO₂e dan Other Asset sebesar 4,6 Juta tCO₂e.",emisi pembiayaan dan investasi,e,neutral,outcome,1,,,,,,
597,"Berdasarkan perhitungan yang bersumber dari laporan emisi debitur dan sumber data lain yang tersedia, mencakup 44% dari total portofolio pembiayaan (bank only), emisi pembiayaan dan investasi Bank Mandiri sebesar 18,1 juta tCO₂e yang terdiri dari emisi Loan Asset sebesar 13,5 juta tCO₂e dan Other Asset sebesar 4,6 Juta tCO₂e.",emissions from financing and investment,e,neutral,outcome,1,,,,,,
598,"Berdasarkan perhitungan yang bersumber dari laporan emisi debitur dan sumber data lain yang tersedia, mencakup 44% dari total portofolio pembiayaan (bank only), emisi pembiayaan dan investasi Bank Mandiri sebesar 18,1 juta tCO₂e yang terdiri dari emisi Loan Asset sebesar 13,5 juta tCO₂e dan Other Asset sebesar 4,6 Juta tCO₂e.",financed emissions disclosure,e,neutral,outcome,1,,,,,,
599,"Berfokus pada industri televisi free-to-air (FTA); produksi konten dan inisiatif media digital, termasuk layanan over-the-top (OTT), daring, dan out-of-home (OOH); dan meningkatkan kemampuan untuk terus mengembangkan bisnis media yang lebih luas.",business strategy,none,neutral,commitment,1,,,,,,
600,"Berfokus pada industri televisi free-to-air (FTA); produksi konten dan inisiatif media digital, termasuk layanan over-the-top (OTT), daring, dan out-of-home (OOH); dan meningkatkan kemampuan untuk terus mengembangkan bisnis media yang lebih luas.",media business expansion,none,positive,action,1,,,,,,
